a,b,c,pos,vel,acc
29.76351441631318,29.76351441631318,263.6650898730358,"(73.83333333333333, 3718.6107722893025, 1189.0036742806303)","(82.66666666666667, 5429.926813849732, 1027.2840860772158)","(84.66666666666667, 3296.520634042071, 574.6490073890659)"
29.76351441631318,29.76351441631318,784.7599703514607,"(57.49999999999999, 2121.3604284754565, 1295.5382907306798)","(66.41666666666667, 3561.658838713156, 1341.7113043259496)","(68.41666666666667, 2719.318607145223, 903.7524915334648)"
29.76351441631318,29.76351441631318,2335.7214690901214,"(47.333333333333336, 1102.5403205016764, 1411.7354535780873)","(53.333333333333336, 2274.5124309339762, 1757.0767124058261)","(55.25, 2001.2153402224158, 1423.3503232192006)"
29.76351441631318,29.76351441631318,6951.927961775606,"(38.166666666666664, 772.0863239563257, 1537.7630786881095)","(42.25, 1399.4738591059427, 2304.314789702914)","(43.833333333333336, 1375.5350615434045, 2243.5785853623474)"
29.76351441631318,29.76351441631318,20691.3808111479,"(28.833333333333332, 710.1413967335618, 1673.844630545106)","(34.416666666666664, 1149.6930056692736, 3024.3827165172193)","(34.91666666666667, 986.690699982988, 3538.5473469108747)"
29.76351441631318,29.76351441631318,61584.82110660255,"(18.666666666666668, 680.4099931670004, 1820.1690652326183)","(25.916666666666664, 1214.5705490011715, 3971.3697494394382)","(26.416666666666664, 1126.641886667037, 5583.688106462413)"
29.76351441631318,29.76351441631318,183298.07108324338,"(6.583333333333333, 715.8579113513943, 1976.8149369426662)","(17.833333333333336, 1540.5504828019743, 5216.654955007636)","(18.666666666666668, 1606.6159101103458, 8815.09392707034)"
29.76351441631318,29.76351441631318,545559.4781168514,"(2.5833333333333335, 729.9800516888116, 2143.6780672708232)","(7.249999999999999, 1918.0096208945556, 6854.480441167903)","(9.25, 2336.0247644381257, 13923.986452585967)"
29.76351441631318,29.76351441631318,1623776.739188721,"(0.8333333333333334, 750.9750645634381, 2320.3962644462026)","(2.4166666666666665, 2402.156090960491, 9009.460640120105)","(3.3333333333333335, 3526.351953953381, 22007.462300454998)"
29.76351441631318,29.76351441631318,4832930.238571752,"(0.4166666666666667, 787.804617536043, 2506.2682309385887)","(0.33333333333333337, 3001.3236690653453, 11846.78805896281)","(0.08333333333333334, 5261.90444220158, 34809.75899134222)"
29.76351441631318,29.76351441631318,14384498.882876629,"(0.0, 831.0499141862203, 2700.1672022540715)","(0.0, 3775.0946965442495, 15586.281438671476)","(0.0, 7811.856302977738, 55109.81270052233)"
29.76351441631318,29.76351441631318,42813323.98719387,"(0.0, 898.0444744335571, 2900.453600080779)","(0.0, 4820.799418189874, 20522.066675377526)","(0.0, 11707.079989985057, 87346.64680109046)"
29.76351441631318,29.76351441631318,127427498.57031322,"(0.0, 955.4486638626955, 3104.895546351093)","(0.0, 6299.211188139803, 27050.80370485674)","(0.0, 18027.782185355747, 138634.22495927927)"
29.76351441631318,29.76351441631318,379269019.0732238,"(0.0, 1042.7506626879367, 3310.6116705570353)","(0.0, 8211.175252977191, 35713.41296627779)","(0.0, 28274.087716694412, 220419.73837572942)"
29.76351441631318,29.76351441631318,1128837891.6846883,"(0.0, 1124.1836519566164, 3514.0569175301694)","(0.0, 10960.439614254781, 47259.12499474915)","(0.0, 44393.53429108754, 351216.29676763224)"
29.76351441631318,29.76351441631318,3359818286.2837744,"(0.0, 1203.535160751254, 3711.077739347504)","(0.0, 14675.286223641731, 62748.352828862015)","(0.0, 69555.2507178916, 561152.6410124375)"
29.76351441631318,29.76351441631318,10000000000.0,"(0.0, 1262.5806825089217, 3897.06528610215)","(0.0, 19179.111200779185, 83726.86143081367)","(0.0, 109314.79604796063, 899642.565674722)"
29.76351441631318,88.58667904100822,10.0,"(99.41666666666666, 9362.960971491018, 954.5612055066491)","(99.75, 8652.7431080602, 538.9667274866152)","(99.91666666666667, 3386.21249840961, 160.3255080544734)"
29.76351441631318,88.58667904100822,29.76351441631318,"(99.41666666666666, 7335.774644778268, 1020.6060489494502)","(99.75, 7808.391806836338, 652.4647335805815)","(99.91666666666667, 3395.028923303979, 242.109839578169)"
29.76351441631318,88.58667904100822,88.58667904100822,"(85.66666666666667, 5090.241249185387, 1100.8663698557505)","(91.41666666666667, 6106.587620297301, 816.5487478016056)","(94.66666666666667, 3152.4648120136058, 372.3997449249709)"
29.76351441631318,88.58667904100822,263.6650898730358,"(73.5, 3543.6576376314024, 1193.7870756456077)","(82.0, 5086.353178393971, 1044.4020192244368)","(84.66666666666667, 3153.421075197338, 579.4353146640383)"
29.76351441631318,88.58667904100822,784.7599703514607,"(57.25, 2063.2200886469254, 1298.1021705432381)","(66.0, 3503.848572325038, 1352.7885601809858)","(68.25, 2680.162703638289, 907.4626817096779)"
29.76351441631318,88.58667904100822,2335.7214690901214,"(47.083333333333336, 1089.7899352089594, 1413.0921438023904)","(53.083333333333336, 2235.396660718121, 1764.1795246300246)","(55.08333333333333, 1989.931928562274, 1426.1995614333207)"
29.76351441631318,88.58667904100822,6951.927961775606,"(38.083333333333336, 770.1566182460139, 1538.4752294632017)","(42.0, 1392.267571461601, 2308.847922793615)","(43.666666666666664, 1371.8525579110542, 2245.755959134978)"
29.76351441631318,88.58667904100822,20691.3808111479,"(28.749999999999996, 709.4902960462855, 1674.2162908204648)","(34.416666666666664, 1150.1070244543828, 3027.2691566072385)","(34.91666666666667, 987.0276248770126, 3540.2069288391617)"
29.76351441631318,88.58667904100822,61584.82110660255,"(18.666666666666668, 680.4592127436517, 1820.3620690412408)","(25.833333333333336, 1214.9567724644517, 3973.2056920231307)","(26.416666666666664, 1126.420715705514, 5584.951141341365)"
29.76351441631318,88.58667904100822,183298.07108324338,"(6.583333333333333, 715.8963408381885, 1976.9146733237076)","(17.833333333333336, 1540.5941053999, 5217.822249475543)","(18.666666666666668, 1606.1357146704709, 8816.054246945276)"
29.76351441631318,88.58667904100822,545559.4781168514,"(2.5833333333333335, 730.0014333043049, 2143.7293331773035)","(7.249999999999999, 1918.1284136153708, 6855.222614003707)","(9.25, 2335.9227486554264, 13924.716082879735)"
29.76351441631318,88.58667904100822,1623776.739188721,"(0.8333333333333334, 750.9828132471155, 2320.422456604873)","(2.3333333333333335, 2402.229782595648, 9009.932667959312)","(3.3333333333333335, 3526.263971001547, 22008.016302428587)"
29.76351441631318,88.58667904100822,4832930.238571752,"(0.4166666666666667, 787.8078995504252, 2506.281518601798)","(0.33333333333333337, 3001.379513292204, 11847.088458762362)","(0.08333333333333334, 5261.863828233394, 34810.179370101694)"
29.76351441631318,88.58667904100822,14384498.882876629,"(0.0, 831.0484890903738, 2700.173887528341)","(0.0, 3775.091724392473, 15586.472801829836)","(0.0, 7811.757748807203, 55110.13146605756)"
29.76351441631318,88.58667904100822,42813323.98719387,"(0.0, 898.0461725184415, 2900.4569307001316)","(0.0, 4820.803603223258, 20522.18875778195)","(0.0, 11707.059918990228, 87346.88833246112)"
29.76351441631318,88.58667904100822,127427498.57031322,"(0.0, 955.4496297375499, 3104.897186453674)","(0.0, 6299.22117900032, 27050.881755446735)","(0.0, 18027.760822268217, 138634.4078181634)"
29.76351441631318,88.58667904100822,379269019.0732238,"(0.0, 1042.751502263332, 3310.612467064743)","(0.0, 8211.184631985352, 35713.46302079951)","(0.0, 28274.070605025925, 220419.87669291225)"
29.76351441631318,88.58667904100822,1128837891.6846883,"(0.0, 1124.1837091185484, 3514.0572979642434)","(0.0, 10960.446096250515, 47259.15723875001)","(0.0, 44393.49611966271, 351216.4013012568)"
29.76351441631318,88.58667904100822,3359818286.2837744,"(0.0, 1203.5352401186, 3711.077917415497)","(0.0, 14675.291476615368, 62748.37373349175)","(0.0, 69555.24232835957, 561152.7199550389)"
29.76351441631318,88.58667904100822,10000000000.0,"(0.0, 1262.5806733644322, 3897.0653673821666)","(0.0, 19179.111647924234, 83726.87510897654)","(0.0, 109314.78081096779, 899642.625268149)"
29.76351441631318,263.6650898730358,10.0,"(99.41666666666666, 7034.363975222113, 1007.4530826314985)","(99.75, 7356.732000482746, 657.4924287120232)","(99.91666666666667, 3162.185001724628, 179.24065488454733)"
29.76351441631318,263.6650898730358,29.76351441631318,"(98.91666666666666, 6020.2485498377155, 1056.9862365013782)","(99.75, 6622.058569080061, 746.3295717053218)","(99.91666666666667, 3133.348432675813, 260.2709703370255)"
29.76351441631318,263.6650898730358,88.58667904100822,"(82.66666666666667, 4527.321431121967, 1123.6508499355996)","(91.83333333333333, 5497.841970980018, 885.6237667658206)","(99.16666666666667, 3009.212099025436, 388.48842223257157)"
29.76351441631318,263.6650898730358,263.6650898730358,"(70.33333333333334, 3140.5957062810357, 1207.0539395261749)","(80.58333333333333, 4479.093818445954, 1092.3163955563875)","(84.16666666666667, 2836.7977600377008, 592.8258387529802)"
29.76351441631318,263.6650898730358,784.7599703514607,"(56.08333333333333, 1938.4753317129657, 1305.4619518468205)","(64.41666666666667, 3310.6988398747317, 1384.7338449243962)","(66.83333333333333, 2541.338788783427, 918.1612946945897)"
29.76351441631318,263.6650898730358,2335.7214690901214,"(46.916666666666664, 1057.7045526021059, 1417.0578279851925)","(52.583333333333336, 2163.0763483277283, 1784.9895032254394)","(54.833333333333336, 1978.695873002906, 1434.547290128951)"
29.76351441631318,263.6650898730358,6951.927961775606,"(37.916666666666664, 761.2221908989054, 1540.5760696488342)","(41.833333333333336, 1379.6686612991193, 2322.2360784768184)","(43.25, 1364.2267567933677, 2252.186690233015)"
29.76351441631318,263.6650898730358,20691.3808111479,"(28.749999999999996, 709.6354934521122, 1675.3176816401012)","(34.333333333333336, 1149.485442732223, 3035.8278708595103)","(34.833333333333336, 988.0345571345819, 3545.127880311501)"
29.76351441631318,263.6650898730358,61584.82110660255,"(18.5, 680.6051784075823, 1820.935299598032)","(25.583333333333336, 1214.962571482953, 3978.660109544147)","(26.416666666666664, 1123.41407545311, 5588.7035270028455)"
29.76351441631318,263.6650898730358,183298.07108324338,"(6.583333333333333, 715.9800398351214, 1977.2112175444427)","(17.833333333333336, 1539.3727462095426, 5221.293450564887)","(18.666666666666668, 1604.9526708493195, 8818.909975448221)"
29.76351441631318,263.6650898730358,545559.4781168514,"(2.5833333333333335, 730.065029159783, 2143.881841843684)","(7.249999999999999, 1918.4818102780011, 6857.430634859867)","(9.25, 2335.368249115982, 13926.886793271218)"
29.76351441631318,263.6650898730358,1623776.739188721,"(0.8333333333333334, 751.0058674522805, 2320.5003945788794)","(2.3333333333333335, 2402.449028334345, 9011.33729789208)","(3.25, 3526.0021883988293, 22009.664867520773)"
29.76351441631318,263.6650898730358,4832930.238571752,"(0.4166666666666667, 787.8176667954351, 2506.3210626308764)","(0.33333333333333337, 3001.5457174136127, 11847.982464790206)","(0.08333333333333334, 5261.74298318026, 34811.43044069432)"
29.76351441631318,263.6650898730358,14384498.882876629,"(0.0, 831.0442481401273, 2700.1937840920205)","(0.0, 3775.0828809673058, 15587.04233838624)","(0.0, 7811.46444748644, 55111.08017883313)"
29.76351441631318,263.6650898730358,42813323.98719387,"(0.0, 898.0512264503277, 2900.4668435103777)","(0.0, 4820.816058436374, 20522.552109481894)","(0.0, 11707.000180833184, 87347.60719808447)"
29.76351441631318,263.6650898730358,127427498.57031322,"(0.0, 955.4525044646768, 3104.9020679068353)","(0.0, 6299.192061123196, 27051.114058836105)","(0.0, 18027.697240436442, 138634.9520644016)"
29.76351441631318,263.6650898730358,379269019.0732238,"(0.0, 1042.7540011152278, 3310.614837735221)","(0.0, 8211.21254688314, 35713.61199984762)","(0.0, 28274.019675290336, 220420.28837124832)"
29.76351441631318,263.6650898730358,1128837891.6846883,"(0.0, 1124.183879252821, 3514.0584302658776)","(0.0, 10960.465388914832, 47259.25320798177)","(0.0, 44393.38250871655, 351216.71242925635)"
29.76351441631318,263.6650898730358,3359818286.2837744,"(0.0, 1203.5354763436046, 3711.07844740752)","(0.0, 14675.307111300197, 62748.43595294024)","(0.0, 69555.21735820531, 561152.9549156714)"
29.76351441631318,263.6650898730358,10000000000.0,"(0.0, 1262.5806461472807, 3897.065609299854)","(0.0, 19179.112978785255, 83726.91581997264)","(0.0, 109314.73546040055, 899642.8026390251)"
29.76351441631318,784.7599703514607,10.0,"(99.41666666666666, 4558.349363840858, 1095.6895591788677)","(99.75, 5641.142963792192, 879.5197416374399)","(99.91666666666667, 3012.28867664634, 213.35258915921582)"
29.76351441631318,784.7599703514607,29.76351441631318,"(94.16666666666667, 4129.576144064235, 1127.1658570902446)","(99.75, 5182.157809757908, 941.8538099344926)","(99.91666666666667, 2879.4419098990447, 297.2920318314374)"
29.76351441631318,784.7599703514607,88.58667904100822,"(76.66666666666667, 3379.7591287386763, 1174.323630316103)","(91.0, 4511.371942771621, 1046.4604522922723)","(99.91666666666667, 2756.305311727351, 425.60226519004374)"
29.76351441631318,784.7599703514607,263.6650898730358,"(64.58333333333334, 2529.274661798907, 1240.16133860508)","(74.16666666666667, 3691.505941559344, 1214.9504257848794)","(83.91666666666666, 2559.9504057697754, 626.9872754335131)"
29.76351441631318,784.7599703514607,784.7599703514607,"(53.41666666666667, 1641.2550887691, 1325.326759735879)","(61.25000000000001, 2848.6122740366395, 1472.1075893030206)","(65.66666666666666, 2262.094352156229, 947.3966684296923)"
29.76351441631318,784.7599703514607,2335.7214690901214,"(45.5, 967.2975829940343, 1428.2726746307656)","(51.16666666666667, 2049.382869062394, 1844.2384218616078)","(54.083333333333336, 1871.9243804030161, 1458.3099527463478)"
29.76351441631318,784.7599703514607,6951.927961775606,"(37.25, 747.7107272300212, 1546.6695574718747)","(41.333333333333336, 1347.9412186981103, 2361.200843754736)","(43.166666666666664, 1347.5391833005779, 2270.9024112538896)"
29.76351441631318,784.7599703514607,20691.3808111479,"(28.499999999999996, 707.8443396300404, 1678.5541632783973)","(34.166666666666664, 1151.3259595101995, 3061.0210490452564)","(34.833333333333336, 988.2431045728133, 3559.6133168613164)"
29.76351441631318,784.7599703514607,61584.82110660255,"(18.416666666666668, 681.0081143414417, 1822.6307677159923)","(25.083333333333336, 1218.6043022721485, 3994.806756298369)","(26.333333333333332, 1124.2871529836166, 5599.811854188703)"
29.76351441631318,784.7599703514607,183298.07108324338,"(6.5, 716.0051945021896, 1978.0911374573952)","(17.833333333333336, 1540.4248270765559, 5231.597838501728)","(18.666666666666668, 1605.1937786557369, 8827.387400717636)"
29.76351441631318,784.7599703514607,545559.4781168514,"(2.5833333333333335, 730.2539302041027, 2144.335083520634)","(7.083333333333333, 1919.532128478572, 6863.9941179476355)","(9.25, 2332.7038206342945, 13933.339407887483)"
29.76351441631318,784.7599703514607,1623776.739188721,"(0.8333333333333334, 751.0744087854212, 2320.7321964206526)","(2.3333333333333335, 2403.1008158469695, 9015.515397073608)","(3.25, 3525.2237880920666, 22014.5685726062)"
29.76351441631318,784.7599703514607,4832930.238571752,"(0.4166666666666667, 787.8467270720298, 2506.438717712466)","(0.33333333333333337, 3002.040329042205, 11850.642549858945)","(0.08333333333333334, 5261.383627815701, 34815.152965613015)"
29.76351441631318,784.7599703514607,14384498.882876629,"(0.0, 831.0316312118835, 2700.2529929668303)","(0.0, 3775.056584110952, 15588.73723618145)","(0.0, 7810.591750003068, 55113.90347864073)"
29.76351441631318,784.7599703514607,42813323.98719387,"(0.0, 898.066267261764, 2900.4963450066552)","(0.0, 4820.85312141475, 20523.633497076382)","(0.0, 11706.822380655965, 87349.74664760742)"
29.76351441631318,784.7599703514607,127427498.57031322,"(0.0, 955.4610601678194, 3104.9165962200286)","(0.0, 6299.0645735040025, 27051.805452362325)","(0.0, 18027.508018265602, 138636.57187875063)"
29.76351441631318,784.7599703514607,379269019.0732238,"(0.0, 1042.761438403511, 3310.6218935385455)","(0.0, 8211.295628535467, 35714.055406767664)","(0.0, 28273.86809584514, 220421.51365107537)"
29.76351441631318,784.7599703514607,1128837891.6846883,"(0.0, 1124.1843856346532, 3514.061800359187)","(0.0, 10960.522810371187, 47259.53884395727)","(0.0, 44393.044368186296, 351217.6384483988)"
29.76351441631318,784.7599703514607,3359818286.2837744,"(0.0, 1203.5361794312275, 3711.0800248420574)","(0.0, 14675.353645522153, 62748.62113920948)","(0.0, 69555.14303861823, 561153.6542384975)"
29.76351441631318,784.7599703514607,10000000000.0,"(0.0, 1262.5805651400283, 3897.066329330083)","(0.0, 19179.116939897765, 83727.03698999461)","(0.0, 109314.60048186945, 899643.3305561467)"
29.76351441631318,2335.7214690901214,10.0,"(83.66666666666667, 2752.17467723504, 1218.8304748501903)","(99.75, 4107.874225818528, 1250.4487753060828)","(99.91666666666667, 2881.637383311717, 268.17814878529396)"
29.76351441631318,2335.7214690901214,29.76351441631318,"(74.33333333333333, 2487.5663389265824, 1236.214072986445)","(95.91666666666666, 3757.2966107763796, 1291.3502011719102)","(99.91666666666667, 2658.7124344802446, 360.20735345595426)"
29.76351441631318,2335.7214690901214,88.58667904100822,"(68.5, 2138.75601570618, 1264.7489525766048)","(79.83333333333333, 3321.527667468489, 1363.028551322088)","(99.91666666666667, 2507.0109312484865, 496.4855980316619)"
29.76351441631318,2335.7214690901214,263.6650898730358,"(59.416666666666664, 1724.0339590694225, 1308.6957664758534)","(67.66666666666666, 2856.36375275665, 1484.9551912587604)","(88.16666666666667, 2322.4132758213914, 701.1312612494271)"
29.76351441631318,2335.7214690901214,784.7599703514607,"(48.083333333333336, 1278.084281949859, 1372.2528093422645)","(55.666666666666664, 2258.98820908316, 1685.9415671078918)","(65.16666666666666, 2055.2927424517175, 1018.5560889946769)"
29.76351441631318,2335.7214690901214,2335.7214690901214,"(41.41666666666667, 876.2776057171623, 1457.4832486938005)","(47.083333333333336, 1736.9931505412458, 2001.5247198929537)","(51.74999999999999, 1687.542762627956, 1521.2877681868972)"
